Date,Price,Open,High,Low,Vol.,Change %
2/17/2009,293.49,302.00,304.70,291.25,7.51M,-0.04
2/16/2009,305.36,314.99,315.00,303.77,5.94M,-0.02
2/13/2009,312.91,317.49,319.99,311.01,6.40M,0.00
2/12/2009,313.64,323.75,323.75,312.52,5.62M,-0.04
2/11/2009,325.48,322.50,326.23,320.00,3.53M,-0.01
2/10/2009,327.10,328.62,331.25,323.75,6.68M,0.00
2/9/2009,328.02,317.00,330.00,317.00,5.76M,0.02
2/6/2009,322.23,314.73,324.35,312.00,7.01M,0.03
2/5/2009,313.96,321.50,323.75,309.38,8.77M,-0.02
2/4/2009,320.41,321.25,326.55,319.09,3.79M,0.00
2/3/2009,320.62,321.50,325.50,315.15,8.06M,0.00
2/2/2009,319.91,323.00,324.25,316.99,8.44M,-0.02
1/30/2009,326.66,325.25,328.50,321.75,5.82M,0.00
1/29/2009,327.54,322.50,329.75,321.75,13.00M,0.02
1/28/2009,321.68,315.75,324.00,312.50,3.59M,0.03
1/27/2009,313.02,304.75,315.00,303.75,5.25M,0.04
1/23/2009,301.16,302.50,306.70,297.64,5.81M,-0.02
1/22/2009,307.73,308.75,309.75,300.75,4.39M,0.01
1/21/2009,305.96,307.75,312.88,303.50,3.89M,-0.02
1/20/2009,312.94,310.00,314.25,307.50,2.49M,-0.01
1/19/2009,315.51,316.75,318.19,310.14,4.77M,0.00
1/16/2009,316.85,314.50,318.48,310.00,6.36M,0.01
1/15/2009,312.93,315.00,315.98,303.75,12.68M,-0.04
1/14/2009,325.90,306.38,328.50,306.38,20.78M,0.06
1/13/2009,307.04,294.99,310.60,279.75,21.98M,0.06
1/12/2009,289.93,287.91,302.49,284.56,15.63M,-0.04
1/9/2009,300.85,296.52,316.65,292.50,20.09M,0.01
1/7/2009,296.89,292.79,299.39,286.40,11.27M,0.02
1/6/2009,292.14,295.00,297.50,286.34,5.78M,0.00
1/5/2009,293.20,285.00,296.18,284.93,5.62M,0.04
1/2/2009,283.02,291.25,291.25,280.95,4.51M,-0.01
1/1/2009,287.04,279.00,288.21,277.94,3.73M,0.03
12/31/2008,278.86,283.75,284.75,275.77,3.61M,-0.01
12/30/2008,281.98,280.50,283.46,272.79,4.23M,0.01
12/29/2008,278.44,277.51,279.90,266.25,7.13M,0.00
12/26/2008,277.31,289.26,297.20,276.25,5.94M,-0.06
12/24/2008,293.50,295.00,305.56,291.93,4.28M,0.00
12/23/2008,294.01,293.95,297.50,290.90,3.55M,-0.01
12/22/2008,296.70,300.00,301.25,291.52,4.37M,0.00
12/19/2008,297.82,295.27,300.00,287.31,6.26M,0.01
12/18/2008,294.26,286.25,296.10,286.25,6.33M,0.03
12/17/2008,285.39,284.91,294.00,280.75,12.22M,0.01
12/16/2008,281.20,275.75,283.25,271.26,4.45M,0.02
12/15/2008,275.57,280.00,284.50,272.51,6.87M,0.00
12/12/2008,276.21,280.00,280.00,269.30,6.54M,-0.03
12/11/2008,283.73,294.21,294.43,280.57,8.25M,-0.03
12/10/2008,293.44,296.23,301.68,289.77,11.22M,0.01
12/8/2008,289.44,288.80,297.50,284.52,11.83M,0.02
12/5/2008,283.62,298.00,298.00,280.65,6.11M,-0.05
12/4/2008,298.10,290.00,299.49,287.09,5.66M,0.03
12/3/2008,289.14,301.00,305.50,285.00,8.93M,-0.04
12/2/2008,302.09,306.00,306.00,294.25,6.41M,-0.02
12/1/2008,307.80,312.50,324.68,304.50,9.37M,-0.01
11/28/2008,310.96,292.54,313.75,280.02,12.02M,0.05
11/26/2008,296.77,294.75,298.75,285.54,7.18M,0.00
11/25/2008,295.49,296.26,309.23,293.90,4.95M,-0.01
11/24/2008,299.05,283.75,304.95,283.75,7.02M,0.01
11/21/2008,296.16,280.00,300.00,272.50,6.10M,0.06
11/20/2008,280.46,289.62,289.62,275.27,5.80M,-0.04
11/19/2008,293.18,295.50,300.00,281.59,11.27M,-0.01
11/18/2008,295.12,305.00,305.00,292.50,7.65M,-0.04
11/17/2008,308.10,303.75,311.00,292.81,9.02M,0.02
11/14/2008,303.30,320.25,323.68,297.00,8.01M,-0.04
11/12/2008,314.86,303.75,326.71,303.75,6.70M,0.00
11/11/2008,314.18,334.62,337.10,311.57,4.62M,-0.06
11/10/2008,334.62,321.25,338.73,309.25,5.16M,0.06
11/7/2008,315.70,308.75,322.50,300.54,5.05M,0.01
11/6/2008,311.43,323.75,329.50,307.51,6.73M,-0.06
11/5/2008,330.50,337.25,348.75,325.77,8.65M,-0.01
11/4/2008,332.98,337.50,344.49,321.25,11.12M,-0.03
11/3/2008,344.65,350.27,361.75,337.62,9.13M,-0.01
10/31/2008,347.24,333.74,359.98,333.74,15.54M,0.06
10/29/2008,326.09,331.34,337.50,320.00,12.45M,0.02
10/28/2008,319.84,317.50,327.48,317.00,1.44M,0.02
10/27/2008,312.95,307.50,322.50,290.00,10.00M,0.00
10/24/2008,311.52,312.32,325.00,300.00,9.34M,-0.03
10/23/2008,320.81,319.75,339.60,308.91,10.18M,-0.01
10/22/2008,324.89,330.50,332.32,320.64,7.51M,-0.04
10/21/2008,336.90,330.00,348.50,325.75,9.12M,0.04
10/20/2008,323.64,310.00,327.74,305.25,5.85M,0.08
10/17/2008,300.69,318.76,327.25,297.56,6.08M,-0.05
10/16/2008,315.75,325.00,325.00,300.80,6.70M,-0.05
10/15/2008,333.85,345.00,345.00,327.25,6.28M,-0.04
10/14/2008,349.49,346.25,352.88,337.50,7.71M,0.06
10/13/2008,329.64,312.50,340.00,305.00,9.94M,0.08
10/10/2008,306.30,300.00,320.00,260.00,18.63M,-0.02
10/8/2008,313.56,325.00,325.00,298.06,11.43M,-0.04
10/7/2008,325.45,334.04,343.25,316.54,9.27M,-0.01
10/6/2008,329.66,340.00,347.50,318.75,6.46M,-0.05
10/3/2008,347.98,358.25,360.00,345.00,6.88M,-0.04
10/1/2008,362.32,356.25,366.75,353.75,13.18M,0.04
9/30/2008,349.51,342.50,363.43,330.00,11.74M,0.00
9/29/2008,348.32,361.27,363.00,341.50,8.60M,-0.04
9/26/2008,361.73,375.50,376.71,359.01,4.88M,-0.04
9/25/2008,376.71,382.51,382.51,372.76,9.21M,-0.01
9/24/2008,381.07,387.50,391.95,372.50,9.69M,-0.01
9/23/2008,385.99,400.00,406.00,384.02,6.69M,-0.05
9/22/2008,407.48,411.25,415.09,402.00,6.41M,0.00
9/19/2008,406.24,393.75,411.48,389.00,15.60M,0.07
9/18/2008,381.35,377.52,390.00,355.31,13.39M,-0.03
9/17/2008,394.75,395.00,411.74,392.50,9.17M,0.01
9/16/2008,391.60,382.51,396.50,377.50,7.85M,-0.01
9/15/2008,394.54,410.00,410.00,380.50,8.61M,-0.04
9/12/2008,411.00,438.25,438.25,409.31,12.16M,-0.06
9/11/2008,437.66,437.06,440.00,433.09,6.63M,-0.01
9/10/2008,439.94,434.81,443.06,430.30,5.46M,0.01
9/9/2008,437.36,436.96,439.50,429.30,4.66M,0.00
9/8/2008,437.51,438.25,440.50,433.84,4.76M,0.02
9/5/2008,428.07,444.99,444.99,426.62,5.51M,-0.04
9/4/2008,447.25,440.27,451.25,437.90,10.79M,0.01
9/2/2008,443.81,437.25,445.50,430.34,4.20M,0.03
9/1/2008,430.82,437.50,441.68,425.48,5.58M,-0.01
8/29/2008,437.27,427.25,437.50,427.25,4.59M,0.03
8/28/2008,424.85,428.25,429.25,424.00,5.74M,-0.01
8/27/2008,427.05,425.50,429.75,424.12,5.49M,0.01
8/26/2008,424.50,430.02,434.96,422.50,9.29M,0.00
8/25/2008,426.61,435.00,436.25,425.25,1.23M,0.01
8/22/2008,424.12,414.98,425.68,411.55,4.37M,0.02
8/21/2008,415.36,425.00,425.75,413.18,2.34M,-0.02
8/20/2008,424.82,420.06,427.43,420.06,2.26M,0.00
8/19/2008,423.19,427.75,428.68,420.84,3.35M,-0.01
8/18/2008,426.09,425.25,434.25,423.79,4.84M,0.01
8/14/2008,423.38,410.00,426.10,404.75,8.19M,0.04
8/13/2008,406.49,399.85,408.50,396.80,6.81M,0.01
8/12/2008,400.98,413.76,424.20,396.40,13.26M,-0.04
8/11/2008,417.60,423.75,429.25,414.15,6.73M,-0.01
8/8/2008,419.90,416.34,429.94,416.34,4.76M,-0.03
8/7/2008,431.54,425.75,433.50,420.50,3.87M,0.02
8/6/2008,424.84,425.75,431.25,411.93,13.36M,0.01
8/5/2008,419.64,414.71,423.89,404.52,7.06M,0.01
8/4/2008,414.71,409.50,420.99,406.00,4.86M,0.01
8/1/2008,409.86,390.00,411.62,386.25,5.07M,0.04
7/31/2008,395.86,402.00,403.00,390.09,9.98M,-0.01
7/30/2008,400.51,390.02,402.44,388.50,7.49M,0.04
7/29/2008,385.18,382.45,386.48,376.98,4.21M,0.00
7/28/2008,384.86,388.32,399.00,381.50,5.23M,-0.01
7/25/2008,387.66,381.25,395.50,368.79,5.31M,-0.01
7/24/2008,391.82,405.25,405.25,371.26,11.46M,-0.02
7/23/2008,400.56,400.00,412.52,388.84,8.01M,0.02
7/22/2008,394.57,389.73,399.56,386.55,4.65M,0.01
7/21/2008,390.32,383.50,395.93,381.27,5.15M,0.01
7/18/2008,386.85,396.25,399.75,375.75,8.67M,-0.02
7/17/2008,395.57,395.00,401.95,391.27,6.51M,0.02
7/16/2008,386.90,390.30,394.25,382.00,6.26M,0.00
7/15/2008,386.16,383.75,394.75,375.75,12.93M,-0.01
7/14/2008,388.89,415.06,417.50,385.57,14.76M,-0.07
7/11/2008,419.21,461.25,468.66,410.38,26.38M,-0.07
7/10/2008,451.31,471.25,471.25,445.00,7.54M,-0.01
7/9/2008,455.48,439.00,458.00,438.00,7.50M,0.05
7/8/2008,434.15,444.25,444.25,427.93,6.50M,-0.04
7/7/2008,449.95,445.00,456.25,443.75,4.16M,0.03
7/4/2008,438.95,437.00,447.25,432.84,4.82M,0.01
7/3/2008,435.76,450.31,450.31,433.00,6.08M,-0.04
7/2/2008,455.15,431.25,461.00,430.50,7.19M,0.06
7/1/2008,429.25,436.00,442.25,426.26,6.18M,-0.01
6/30/2008,434.20,428.75,437.20,427.50,5.84M,0.02
6/27/2008,426.36,435.04,441.25,423.75,5.71M,-0.04
6/26/2008,446.27,435.02,450.00,435.02,8.58M,0.02
6/25/2008,436.69,447.50,447.50,425.30,11.15M,-0.03
6/24/2008,448.61,461.45,465.00,441.25,5.44M,-0.03
6/23/2008,461.45,453.90,466.70,450.27,4.82M,0.01
6/20/2008,456.75,466.25,471.38,454.00,5.85M,-0.02
6/19/2008,465.60,463.50,470.43,459.14,3.35M,0.00
6/18/2008,465.61,479.50,481.19,463.50,5.20M,-0.03
6/17/2008,477.89,487.50,487.50,470.99,5.38M,0.00
6/16/2008,476.95,473.98,485.00,470.00,6.32M,0.02
6/13/2008,466.66,472.75,478.73,463.79,5.14M,0.00
6/12/2008,468.73,459.02,471.50,457.77,6.20M,-0.01
6/11/2008,473.21,471.25,476.00,465.55,4.81M,0.02
6/10/2008,463.51,472.50,480.00,449.12,11.70M,-0.03
6/9/2008,475.38,485.26,492.50,471.66,7.01M,-0.05
6/6/2008,498.39,500.00,511.62,495.15,7.41M,0.01
6/5/2008,494.89,471.93,496.75,467.50,9.57M,0.06
6/4/2008,467.68,480.00,480.00,463.27,6.41M,-0.03
6/3/2008,480.56,481.25,487.55,470.25,7.79M,-0.01
6/2/2008,487.70,495.00,507.50,485.12,8.33M,-0.01
5/30/2008,490.70,472.50,494.50,466.25,13.81M,0.04
5/29/2008,471.36,476.25,477.12,464.14,7.95M,-0.01
5/28/2008,477.90,470.75,480.00,469.12,7.71M,0.02
5/27/2008,470.77,472.50,474.75,466.50,5.16M,0.00
5/26/2008,471.26,452.50,473.75,447.75,10.70M,0.03
5/23/2008,457.19,465.91,471.00,454.09,5.85M,-0.02
5/22/2008,465.91,465.00,474.75,461.75,6.14M,0.00
5/21/2008,467.66,468.50,471.00,463.50,4.28M,-0.01
5/20/2008,471.93,466.25,478.25,453.75,6.98M,0.01
5/16/2008,467.85,474.25,478.81,465.01,8.43M,-0.01
5/15/2008,473.27,456.00,477.12,456.00,14.49M,0.04
5/14/2008,456.23,435.00,458.75,435.00,8.11M,0.04
5/13/2008,437.19,446.25,453.73,428.75,9.02M,-0.01
5/12/2008,443.35,442.35,449.75,423.84,8.15M,0.01
5/9/2008,437.34,445.25,447.85,434.25,7.21M,-0.02
5/8/2008,446.16,451.25,458.75,436.36,7.77M,-0.03
5/7/2008,461.04,459.23,464.75,454.65,11.04M,0.02
5/6/2008,451.86,441.40,462.50,434.00,8.89M,0.01
5/5/2008,446.49,446.75,452.50,441.04,4.90M,0.00
5/2/2008,446.86,443.75,449.25,442.09,8.67M,0.02
4/30/2008,438.27,440.00,452.50,432.52,10.50M,0.00
4/29/2008,437.39,412.50,440.49,410.27,16.98M,0.05
4/28/2008,415.91,422.50,425.00,412.77,4.31M,-0.01
4/25/2008,421.07,424.99,428.90,412.75,7.95M,-0.01
4/24/2008,424.01,412.50,426.98,408.25,9.17M,0.03
4/23/2008,411.99,400.00,413.27,399.27,8.32M,0.03
4/22/2008,399.65,407.50,411.29,395.00,8.40M,-0.03
4/21/2008,411.45,419.75,429.25,407.00,7.41M,-0.01
4/17/2008,414.77,407.49,422.50,405.00,18.46M,0.04
4/16/2008,400.05,381.25,403.75,380.00,15.31M,0.06
4/15/2008,377.60,360.00,381.25,355.00,18.20M,0.06
4/11/2008,355.48,367.50,370.00,353.25,12.07M,-0.02
4/10/2008,363.15,366.25,377.48,360.75,8.57M,-0.02
4/9/2008,369.99,366.74,372.00,362.75,4.51M,0.01
4/8/2008,366.74,373.00,373.75,363.06,6.19M,-0.02
4/7/2008,373.01,374.75,382.10,369.06,8.05M,0.00
4/4/2008,371.36,367.75,381.75,358.00,4.01M,-0.02
4/3/2008,380.62,367.52,382.50,367.52,4.89M,0.03
4/2/2008,370.70,368.75,374.75,366.25,5.58M,0.04
4/1/2008,355.76,361.27,366.00,352.55,3.14M,-0.01
3/31/2008,359.98,370.50,375.00,351.02,10.10M,-0.05
3/28/2008,380.30,358.00,384.68,355.00,5.91M,0.06
3/27/2008,360.44,372.51,372.51,356.52,8.35M,-0.04
3/26/2008,374.88,376.25,379.46,362.77,5.91M,0.00
3/25/2008,373.07,350.41,386.73,347.50,11.37M,0.10
3/24/2008,340.11,339.31,347.00,335.80,6.80M,0.01
3/19/2008,335.93,337.49,343.25,329.00,7.82M,0.02
3/18/2008,328.65,335.00,340.25,325.00,7.37M,-0.02
3/17/2008,334.45,337.00,338.57,327.75,2.92M,-0.02
3/14/2008,342.55,333.75,347.25,332.50,4.81M,0.02
3/13/2008,334.43,345.00,346.20,327.75,3.94M,-0.03
3/12/2008,346.29,368.50,368.75,344.00,6.81M,-0.03
3/11/2008,356.59,359.75,359.75,351.25,8.02M,0.00
3/10/2008,357.77,353.50,369.65,350.00,2.83M,0.00
3/7/2008,357.64,362.50,362.50,350.07,4.58M,-0.03
3/5/2008,369.70,356.25,375.00,351.25,5.70M,0.04
3/4/2008,354.76,381.02,381.02,352.50,5.40M,-0.03
3/3/2008,366.98,385.25,385.25,362.50,6.18M,-0.05
2/29/2008,387.05,392.50,400.48,380.25,3.97M,-0.03
2/28/2008,399.84,402.25,405.00,398.04,5.85M,-0.01
2/27/2008,404.73,416.25,421.85,403.79,4.22M,-0.03
2/26/2008,415.71,404.75,418.00,402.50,4.20M,0.03
2/25/2008,403.79,399.70,405.96,395.75,3.80M,0.02
2/22/2008,395.16,403.00,405.70,392.89,2.49M,-0.03
2/21/2008,406.89,399.98,412.50,393.07,5.18M,0.04
2/20/2008,392.23,392.75,397.45,389.12,3.50M,0.01
2/19/2008,389.12,390.00,393.81,381.62,2.68M,0.00
2/18/2008,388.79,392.50,394.75,385.06,1.63M,-0.01
2/15/2008,391.35,385.00,395.00,375.25,4.48M,0.01
2/14/2008,386.69,381.38,399.85,381.38,5.87M,0.00
2/13/2008,386.35,392.50,412.51,375.34,4.95M,0.00
2/12/2008,386.31,390.00,400.00,383.84,4.23M,-0.01
2/11/2008,389.49,387.50,400.00,380.06,6.99M,0.00
2/8/2008,388.09,370.00,394.25,369.75,6.59M,0.05
2/7/2008,370.59,386.43,386.43,368.06,2.09M,-0.02
2/6/2008,377.49,376.25,393.73,375.00,4.97M,-0.06
2/5/2008,402.32,409.25,409.25,396.25,4.01M,-0.02
2/4/2008,410.01,408.62,416.24,401.25,5.68M,0.03
2/1/2008,398.65,376.50,402.00,376.50,5.57M,0.06
1/31/2008,374.76,374.00,383.73,367.55,8.94M,0.00
1/30/2008,373.31,377.75,377.75,368.06,3.57M,0.00
1/29/2008,373.15,362.50,377.44,362.50,4.52M,0.03
1/28/2008,361.59,368.50,375.00,351.81,3.89M,-0.05
1/25/2008,379.96,357.50,384.70,357.50,3.33M,0.07
1/24/2008,355.64,362.25,375.75,348.75,6.97M,0.00
1/23/2008,355.50,362.25,364.65,343.05,8.91M,0.03
1/22/2008,345.23,335.00,361.00,313.75,13.84M,-0.01
1/21/2008,347.77,364.98,372.50,326.05,11.08M,-0.05
1/18/2008,367.10,373.25,374.50,362.74,4.07M,-0.01
1/17/2008,372.60,375.00,381.31,371.25,4.85M,0.00
1/16/2008,373.82,375.00,379.75,367.52,5.56M,0.00
1/15/2008,375.52,386.00,388.73,375.00,6.39M,-0.02
1/14/2008,382.38,399.75,402.50,381.25,8.03M,-0.03
1/11/2008,395.44,425.00,434.81,391.25,11.32M,-0.01
1/10/2008,400.64,421.85,422.50,397.00,7.75M,-0.03
1/9/2008,413.24,413.75,424.75,411.59,7.36M,-0.01
1/8/2008,415.56,413.75,419.98,405.54,7.77M,0.02
1/7/2008,409.21,417.50,422.50,405.75,6.63M,-0.03
1/4/2008,423.73,436.85,436.85,420.00,3.08M,-0.01
1/3/2008,427.26,449.25,449.25,422.50,6.21M,-0.02
1/2/2008,437.07,437.50,439.84,428.10,3.08M,0.00
1/1/2008,436.71,441.65,444.65,435.56,1.00M,-0.01
12/31/2007,442.48,450.25,451.25,439.77,2.64M,-0.01
12/28/2007,449.06,442.50,452.50,427.52,2.39M,0.00
12/27/2007,450.60,456.00,459.70,448.04,4.18M,-0.01
12/26/2007,454.45,455.00,456.39,442.50,2.30M,0.00
12/24/2007,452.54,429.60,454.75,427.50,8.18M,0.07
12/20/2007,423.89,411.75,430.00,411.18,7.60M,0.03
12/19/2007,409.85,408.65,412.50,408.04,2.65M,0.01
12/18/2007,404.49,383.41,418.75,383.41,4.21M,0.00
12/17/2007,406.09,412.50,414.75,403.00,3.67M,-0.01
12/14/2007,411.57,413.00,418.68,409.52,2.14M,-0.01
12/13/2007,414.99,423.50,424.73,413.06,3.33M,-0.02
12/12/2007,421.44,427.50,430.00,414.25,6.18M,-0.03
12/11/2007,436.07,437.18,439.75,426.75,4.22M,0.00
12/10/2007,437.18,434.88,441.93,425.00,6.21M,0.02
12/7/2007,430.57,412.50,437.32,407.56,10.87M,0.05
12/6/2007,408.84,402.82,412.25,402.82,7.07M,0.02
12/5/2007,400.88,404.93,404.93,397.62,5.00M,-0.01
12/4/2007,403.82,399.62,406.93,397.70,5.68M,0.01
12/3/2007,400.09,400.62,408.00,397.15,10.05M,0.00
11/30/2007,400.62,396.25,406.25,392.80,13.69M,0.02
11/29/2007,391.81,398.68,406.25,383.75,12.03M,0.00
11/28/2007,392.32,397.50,399.25,389.15,5.00M,0.00
11/27/2007,393.41,393.99,396.70,390.06,5.88M,0.00
11/26/2007,393.99,393.50,399.38,391.25,4.77M,0.01
11/23/2007,389.38,383.75,401.26,383.25,8.61M,0.02
11/22/2007,382.90,386.25,392.50,379.31,6.37M,-0.01
11/21/2007,386.77,386.25,397.25,384.15,8.48M,-0.01
11/20/2007,391.43,404.99,405.00,387.79,11.57M,-0.03
11/19/2007,404.99,412.50,412.50,403.75,7.38M,0.00
11/16/2007,406.25,411.82,416.00,404.50,4.86M,-0.01
11/15/2007,411.82,425.00,425.00,409.50,6.53M,-0.04
11/14/2007,426.99,420.00,432.50,414.00,8.13M,0.05
11/13/2007,406.79,406.25,423.27,401.75,11.76M,-0.01
11/12/2007,410.46,418.75,418.75,402.54,12.66M,-0.03
11/9/2007,425.29,437.25,437.25,422.51,708.23K,-0.01
11/8/2007,429.09,429.68,436.25,425.75,7.85M,-0.02
11/7/2007,436.48,462.84,462.84,433.75,11.58M,-0.06
11/6/2007,462.94,462.50,468.75,462.50,2.26M,0.00
11/5/2007,463.50,475.00,482.18,460.09,3.11M,-0.03
11/2/2007,479.29,462.50,482.50,455.25,5.10M,0.02
11/1/2007,468.49,467.91,470.00,459.00,4.76M,0.02
10/31/2007,459.36,467.38,471.29,454.52,5.01M,-0.01
10/30/2007,463.55,467.50,471.00,459.90,3.00M,0.00
10/29/2007,465.15,475.00,475.00,463.80,2.66M,0.01
10/26/2007,462.06,458.75,463.75,456.00,4.14M,0.01
10/25/2007,459.26,462.75,468.95,456.25,6.48M,0.00
10/24/2007,461.12,475.25,479.50,458.27,5.72M,-0.02
10/23/2007,470.86,475.00,479.40,467.50,6.17M,0.00
10/22/2007,471.69,464.50,477.55,464.50,5.34M,-0.01
10/19/2007,477.41,475.00,482.50,469.04,5.56M,0.01
10/18/2007,472.50,475.00,487.50,464.20,9.44M,0.00
10/17/2007,472.57,450.00,477.00,446.25,8.05M,0.01
10/16/2007,466.59,465.32,482.50,460.02,10.34M,-0.03
10/15/2007,481.95,491.95,491.95,478.50,7.40M,0.00
10/12/2007,482.43,491.25,493.73,475.95,10.27M,-0.02
10/11/2007,494.21,525.00,525.00,490.75,17.74M,-0.07
10/10/2007,531.26,523.66,535.49,515.00,11.15M,0.04
10/9/2007,511.85,496.25,513.00,496.25,6.53M,0.02
10/8/2007,500.91,500.00,506.25,496.00,4.35M,0.01
10/5/2007,495.73,500.00,500.00,493.90,4.22M,-0.01
10/4/2007,499.73,502.50,502.50,490.50,7.18M,0.00
10/3/2007,500.39,480.00,503.73,477.50,13.29M,0.05
10/1/2007,476.34,473.75,478.75,463.18,6.06M,0.01
9/28/2007,473.19,481.25,487.50,466.75,8.07M,-0.01
9/27/2007,478.96,468.02,483.18,458.75,15.48M,0.05
9/26/2007,456.29,445.00,458.68,442.50,6.56M,0.03
9/25/2007,442.84,446.25,448.75,437.12,8.69M,0.00
9/24/2007,440.76,457.00,457.50,440.00,8.97M,-0.03
9/21/2007,456.48,462.50,463.75,438.02,7.67M,0.01
9/20/2007,450.10,460.00,461.25,448.79,5.17M,-0.03
9/19/2007,462.90,460.00,467.00,460.00,8.60M,0.03
9/18/2007,451.14,450.00,453.69,446.62,6.70M,0.00
9/17/2007,451.20,463.50,463.73,448.12,5.52M,-0.02
9/14/2007,459.27,460.00,464.50,457.57,4.78M,0.00
9/13/2007,458.56,456.25,465.50,455.88,4.82M,0.01
9/12/2007,455.46,456.25,466.50,453.29,3.99M,0.00
9/11/2007,455.70,471.50,471.50,453.75,3.90M,-0.03
9/10/2007,467.88,473.12,476.18,466.41,2.96M,-0.02
9/7/2007,477.12,477.75,481.25,475.25,2.68M,0.00
9/6/2007,475.95,469.00,477.25,469.00,1.94M,0.00
9/5/2007,473.76,471.00,481.24,470.81,4.35M,0.00
9/4/2007,472.43,480.68,480.68,443.75,2.80M,0.02
9/3/2007,465.16,466.25,467.50,463.75,2.38M,0.00
8/31/2007,463.64,471.25,471.25,462.00,3.94M,-0.01
8/30/2007,466.30,462.50,467.60,460.25,4.49M,0.02
8/29/2007,459.31,460.25,467.50,455.12,5.81M,-0.02
8/28/2007,470.06,457.50,473.50,456.50,5.07M,0.02
8/27/2007,461.93,459.75,462.75,454.07,2.68M,0.01
8/24/2007,456.40,445.29,458.38,445.29,3.70M,0.01
8/23/2007,452.89,462.25,462.49,448.05,6.90M,0.01
8/22/2007,447.18,441.25,452.10,437.50,4.73M,0.02
8/21/2007,440.34,457.75,462.52,438.06,10.04M,-0.04
8/20/2007,457.30,478.75,478.75,455.12,6.88M,-0.01
8/17/2007,463.64,479.74,479.74,435.79,13.76M,-0.03
8/16/2007,478.27,467.50,481.75,465.55,7.07M,-0.02
8/14/2007,488.85,487.50,490.25,483.66,2.25M,0.00
8/13/2007,487.48,492.50,492.50,480.30,3.14M,-0.01
8/10/2007,489.98,463.77,491.75,463.77,7.43M,0.01
8/9/2007,483.56,497.50,501.25,481.25,5.12M,-0.02
8/8/2007,491.81,472.50,499.50,472.50,12.26M,0.05
8/7/2007,469.61,468.75,475.00,465.77,5.51M,0.01
8/6/2007,466.32,484.95,484.95,465.09,4.51M,-0.03
8/3/2007,479.16,477.50,480.93,474.50,3.35M,0.01
8/2/2007,474.80,487.50,487.50,473.12,5.91M,-0.02
8/1/2007,482.38,492.75,497.00,480.12,5.92M,-0.02
7/31/2007,493.95,497.50,508.75,488.81,3.62M,-0.01
7/30/2007,496.60,501.96,502.50,491.59,2.80M,-0.01
7/27/2007,501.96,500.25,503.75,490.41,6.93M,-0.01
7/26/2007,508.59,499.50,512.50,498.75,11.35M,0.02
7/25/2007,497.21,494.00,502.50,486.25,5.82M,0.01
7/24/2007,493.77,486.95,494.98,485.14,4.45M,0.01
7/23/2007,486.95,493.52,495.98,482.80,7.52M,-0.02
7/20/2007,496.56,500.00,504.75,492.64,6.53M,-0.01
7/19/2007,499.12,487.00,500.00,486.50,8.34M,0.03
7/18/2007,486.14,485.27,488.62,483.80,3.39M,0.00
7/17/2007,484.64,485.00,489.68,483.50,4.43M,0.00
7/16/2007,483.96,486.25,488.75,482.00,6.84M,0.00
7/13/2007,484.95,483.04,489.60,480.51,13.47M,0.01
7/12/2007,480.55,487.50,489.93,478.75,15.61M,0.00
7/11/2007,482.41,500.00,500.00,481.25,18.81M,-0.05
7/10/2007,505.12,498.75,510.49,498.75,8.74M,0.01
7/9/2007,498.44,497.25,502.35,496.59,7.22M,0.01
7/6/2007,492.95,461.68,494.18,461.68,8.77M,0.03
7/5/2007,479.20,482.79,485.00,477.50,3.84M,-0.01
7/4/2007,482.76,490.25,490.25,480.50,2.92M,-0.01
7/3/2007,486.85,487.50,488.26,483.82,2.82M,0.00
7/2/2007,485.96,486.00,488.73,482.25,4.59M,0.01
6/29/2007,482.26,487.50,492.50,480.00,6.89M,0.00
6/28/2007,481.26,485.00,486.90,478.27,4.20M,-0.01
6/27/2007,483.84,482.75,486.56,482.00,2.74M,0.01
6/26/2007,480.54,482.50,487.00,480.00,3.04M,-0.01
6/25/2007,484.16,487.70,490.73,479.75,2.78M,-0.01
6/22/2007,487.70,491.18,491.18,483.75,3.34M,0.00
6/21/2007,489.61,488.50,491.50,483.80,3.38M,0.00
6/20/2007,488.55,491.50,493.50,487.54,3.42M,0.00
6/19/2007,489.15,497.50,497.71,485.50,7.00M,-0.02
6/18/2007,497.36,506.25,507.25,496.39,4.94M,-0.01
6/15/2007,502.35,507.50,509.50,500.00,4.26M,0.00
6/14/2007,504.80,498.75,507.75,498.75,7.95M,0.02
6/13/2007,497.19,428.75,499.75,428.75,3.07M,0.00
6/12/2007,497.38,490.50,499.73,490.50,4.74M,0.00
6/11/2007,494.95,493.50,499.00,492.50,9.22M,0.01
6/8/2007,487.71,487.48,493.75,477.88,10.47M,0.00
6/7/2007,489.29,461.71,493.00,461.71,6.66M,0.01
6/6/2007,484.59,493.50,493.50,482.50,8.24M,0.00
6/5/2007,485.80,480.00,487.50,477.00,7.15M,0.01
6/4/2007,479.07,487.50,492.18,477.20,4.70M,-0.01
6/1/2007,484.64,483.25,487.48,483.00,3.87M,0.01
5/31/2007,480.88,480.00,484.77,477.50,6.98M,0.01
5/30/2007,476.54,486.25,489.94,475.25,10.24M,-0.02
5/29/2007,488.43,493.75,493.75,486.32,3.33M,-0.01
5/28/2007,492.89,488.91,503.43,488.91,6.68M,-0.01
